home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,player_id,player,squad,start
Düsseldorf,Augsburg,1535203800,11,tr TUR,AM,24-173,24,0,0,0,0,1,0,0,0,19,2,0,0,0.1,0.1,0.0,0,0,10,13,76.9,0,9,0,0,0,8f0f2230,Kenan Karaman,Düsseldorf,False
Düsseldorf,Augsburg,1535203800,31,de GER,DM,24-122,90,0,0,0,0,0,0,0,0,44,2,0,0,0.0,0.0,0.0,0,0,30,39,76.9,3,26,0,0,0,664590fa,Marcel Sobottka,Düsseldorf,True
Düsseldorf,Augsburg,1535203800,6,us USA,DM,28-105,90,0,0,0,0,0,0,0,0,55,4,1,1,0.0,0.0,0.4,2,0,32,41,78.0,9,35,4,1,0,ff45add5,Alfredo Morales,Düsseldorf,True
Düsseldorf,Augsburg,1535203800,23,de GER,LB,26-333,90,0,0,0,0,0,0,0,0,91,3,2,3,0.0,0.0,0.0,2,0,60,75,80.0,8,43,1,1,0,7242b495,Niko Gießelmann,Düsseldorf,True
Düsseldorf,Augsburg,1535203800,3,de GER,CB,25-178,90,0,0,0,0,0,0,0,0,72,2,1,2,0.0,0.0,0.0,0,0,54,58,93.1,2,49,1,0,0,34b306a1,André Hoffmann,Düsseldorf,True
Düsseldorf,Augsburg,1535203800,5,tr TUR,CB,23-288,90,0,0,0,0,1,0,0,0,75,1,1,1,0.0,0.0,0.0,0,0,56,61,91.8,5,47,0,0,0,2200181e,Kaan Ayhan,Düsseldorf,True
Düsseldorf,Augsburg,1535203800,25,de GER,RB,26-070,90,0,1,0,0,1,1,1,0,57,3,2,0,0.0,0.0,0.3,3,2,33,44,75.0,6,22,1,2,1,e199d5b0,Matthias Zimmermann,Düsseldorf,True
Düsseldorf,Augsburg,1535203800,1,de GER,GK,34-103,90,0,0,0,0,0,0,0,0,47,0,0,0,0.0,0.0,0.0,0,0,29,43,67.4,0,22,0,0,0,c476b0c0,Michael Rensing,Düsseldorf,True
Hertha BSC,Nürnberg,1535203800,19,ba BIH,FW,34-019,87,1,0,0,0,1,1,0,0,25,0,0,0,0.7,0.7,0.0,1,0,13,17,76.5,2,19,0,2,2,c3fd9887,Vedad Ibišević,Hertha BSC,True
Hertha BSC,Nürnberg,1535203800,15,rs SRB,"CM,FW",22-134,3,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,2,0,1,0,8b8e759d,Marko Grujić,Hertha BSC,False
Hertha BSC,Nürnberg,1535203800,17,de GER,LW,21-160,71,0,0,0,0,0,0,0,0,28,2,0,0,0.0,0.0,0.0,1,0,15,21,71.4,2,14,0,2,0,88d4144a,Maximilian Mittelstädt,Hertha BSC,True
Hertha BSC,Nürnberg,1535203800,32,pl POL,LW,18-186,19,0,0,0,0,0,0,1,0,6,0,1,0,0.0,0.0,0.0,0,0,1,3,33.3,0,5,2,1,1,6bba916f,Dennis Jastrzembski,Hertha BSC,False
Hertha BSC,Nürnberg,1535203800,8,ci CIV,RW,33-020,87,0,0,0,0,3,1,0,0,32,0,0,0,0.2,0.2,0.0,2,0,15,25,60.0,5,25,3,4,2,2042d931,Salomon Kalou,Hertha BSC,True
Hertha BSC,Nürnberg,1535203800,24,hu HUN,RW,19-123,3,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,1,2,0,0,0,db7161ed,Palkó Dárdai,Hertha BSC,False
Hertha BSC,Nürnberg,1535203800,21,de GER,LM,26-211,90,0,0,0,0,0,0,1,0,52,0,1,1,0.0,0.0,0.3,4,0,31,43,72.1,6,27,1,2,1,f7aa75bd,Marvin Plattenhardt,Hertha BSC,True
Hertha BSC,Nürnberg,1535203800,10,sk SVK,"CM,FW",23-263,90,0,0,0,0,0,0,0,0,61,1,1,2,0.0,0.0,0.1,1,0,47,53,88.7,6,40,2,1,0,79ca3e23,Ondrej Duda,Hertha BSC,True
Hertha BSC,Nürnberg,1535203800,23,de GER,CM,19-229,90,0,0,0,0,2,0,0,0,66,3,0,3,0.1,0.1,0.0,1,0,45,56,80.4,5,44,1,2,1,ab700320,Arne Maier,Hertha BSC,True
Hertha BSC,Nürnberg,1535203800,20,at AUT,RM,22-154,90,0,1,0,0,1,0,0,0,70,1,1,1,0.0,0.0,0.9,8,2,35,57,61.4,7,35,4,3,1,016ff750,Valentino Lazaro,Hertha BSC,True
Hertha BSC,Nürnberg,1535203800,25,de GER,CB,21-018,90,0,0,0,0,1,0,0,0,65,3,4,1,0.2,0.2,0.1,0,0,41,50,82.0,0,40,0,1,0,f86cabbd,Jordan Torunarigha,Hertha BSC,True
Hertha BSC,Nürnberg,1535203800,4,nl NED,CB,23-266,90,0,0,0,0,1,0,0,0,73,1,3,0,0.1,0.1,0.0,0,0,62,65,95.4,1,58,0,1,1,3376a776,Karim Rekik,Hertha BSC,True
Hertha BSC,Nürnberg,1535203800,5,de GER,CB,23-133,90,0,0,0,0,1,1,0,0,64,1,1,2,0.1,0.1,0.0,1,0,46,56,82.1,6,43,0,0,0,aad48be9,Niklas Stark,Hertha BSC,True
Hertha BSC,Nürnberg,1535203800,22,no NOR,GK,33-330,90,0,0,0,0,0,0,0,0,41,0,0,0,0.0,0.0,0.0,0,0,24,38,63.2,0,23,0,0,0,27d2618c,Rune Jarstein,Hertha BSC,True
Werder Bremen,Hannover 96,1535203800,10,de GER,FW,30-159,51,0,0,0,0,0,0,0,0,34,1,0,0,0.0,0.0,0.1,2,0,27,31,87.1,1,18,0,0,0,f9446dcd,Max Kruse,Werder Bremen,True
Werder Bremen,Hannover 96,1535203800,11,xk KVX,"RW,FW",22-058,39,0,1,0,0,2,0,0,0,22,0,0,1,0.1,0.1,0.9,5,1,13,18,72.2,0,17,2,5,3,6c6a3300,Milot Rashica,Werder Bremen,False
Werder Bremen,Hannover 96,1535203800,7,at AUT,LW,25-305,66,0,0,0,0,1,1,0,0,37,1,0,0,0.0,0.0,0.1,1,0,19,30,63.3,4,23,2,4,1,94c18565,Florian Kainz,Werder Bremen,True
Werder Bremen,Hannover 96,1535203800,4,pe PER,LW,39-326,24,0,0,0,0,4,0,0,0,15,1,0,0,0.7,0.7,0.0,1,0,9,11,81.8,2,7,0,1,1,54b6ee79,Claudio Pizarro,Werder Bremen,False
Werder Bremen,Hannover 96,1535203800,8,jp JPN,"RW,FW",28-099,90,0,0,0,0,1,0,0,0,49,1,1,0,0.1,0.1,0.0,1,0,28,42,66.7,4,34,1,2,2,f69fba57,Yuya Osako,Werder Bremen,True
Werder Bremen,Hannover 96,1535203800,30,nl NED,LM,25-185,90,0,0,0,0,0,0,0,0,51,0,3,1,0.0,0.0,0.2,4,0,37,44,84.1,4,29,2,2,1,15fd5593,Davy Klaassen,Werder Bremen,True
Werder Bremen,Hannover 96,1535203800,44,de GER,CM,29-175,81,0,0,0,0,0,0,0,0,74,2,2,5,0.0,0.0,0.0,2,0,54,64,84.4,7,43,1,0,0,3f7cd8f1,Philipp Bargfrede,Werder Bremen,True
Werder Bremen,Hannover 96,1535203800,24,de GER,CM,20-109,9,0,0,0,0,1,0,0,0,7,1,0,0,0.3,0.3,0.0,0,0,4,4,100.0,0,5,1,1,0,d571df78,Johannes Eggestein,Werder Bremen,False
Werder Bremen,Hannover 96,1535203800,35,de GER,RM,21-260,90,0,0,0,0,1,1,0,0,52,2,0,1,0.0,0.0,0.2,3,0,33,42,78.6,8,27,2,2,1,beb882a8,Maximilian Eggestein,Werder Bremen,True
Werder Bremen,Hannover 96,1535203800,5,se SWE,LB,24-126,90,0,0,0,0,1,0,0,0,76,1,2,1,0.1,0.1,0.3,2,1,55,65,84.6,2,31,1,0,0,9fec8860,Ludwig Augustinsson,Werder Bremen,True
Werder Bremen,Hannover 96,1535203800,18,fi FIN,CB,32-330,90,0,0,0,0,0,0,0,0,94,2,2,0,0.0,0.0,0.0,2,0,81,89,91.0,14,70,5,0,0,00844823,Niklas Moisander,Werder Bremen,True
Werder Bremen,Hannover 96,1535203800,13,rs SRB,CB,22-333,90,0,0,0,0,1,0,0,0,77,2,2,2,0.1,0.1,0.0,0,0,57,68,83.8,7,52,2,0,0,a5ae8f8e,Miloš Veljković,Werder Bremen,True
Werder Bremen,Hannover 96,1535203800,23,cz CZE,RB,31-244,90,1,0,0,0,2,1,0,0,81,3,2,1,0.6,0.6,0.0,2,0,54,68,79.4,5,29,1,1,0,3f65898c,Theodor Gebre Selassie,Werder Bremen,True
Werder Bremen,Hannover 96,1535203800,1,cz CZE,GK,26-133,90,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,0,0,16,21,76.2,0,15,0,0,0,0a1cb833,Jiří Pavlenka,Werder Bremen,True
Wolfsburg,Schalke 04,1535203800,9,nl NED,FW,26-018,74,0,0,0,0,1,0,1,0,29,1,0,0,0.0,0.0,0.0,0,0,10,20,50.0,2,16,0,2,1,c4e87b8b,Wout Weghorst,Wolfsburg,True
Wolfsburg,Schalke 04,1535203800,33,de GER,FW,27-134,16,1,0,0,0,1,1,0,0,4,0,0,0,0.3,0.3,0.0,0,0,3,3,100.0,0,2,0,0,0,e5f63987,Daniel Ginczek,Wolfsburg,False
Wolfsburg,Schalke 04,1535203800,8,ch SUI,LW,26-295,90,0,0,0,0,1,0,0,0,37,0,0,1,0.1,0.1,0.0,0,0,16,26,61.5,3,18,0,2,1,dd669209,Renato Steffen,Wolfsburg,True
Wolfsburg,Schalke 04,1535203800,7,hr CRO,RW,20-063,85,0,0,0,0,0,0,0,0,45,0,1,0,0.0,0.0,0.1,4,0,31,42,73.8,6,29,1,2,2,d4a2533d,Josip Brekalo,Wolfsburg,True
Wolfsburg,Schalke 04,1535203800,14,ch SUI,RW,27-162,5,0,0,0,0,0,0,0,0,7,0,0,1,0.0,0.0,0.0,1,0,3,6,50.0,0,4,0,0,0,b500b384,Admir Mehmedi,Wolfsburg,False
Wolfsburg,Schalke 04,1535203800,27,de GER,LM,24-090,90,0,1,0,0,1,1,0,0,48,3,1,1,0.0,0.0,0.2,3,1,23,34,67.6,5,19,1,0,0,86e119e0,Maximilian Arnold,Wolfsburg,True
Wolfsburg,Schalke 04,1535203800,4,es ESP,CM,28-113,90,0,0,0,0,0,0,0,0,57,6,5,0,0.0,0.0,0.4,1,0,34,44,77.3,4,24,0,0,0,8ed9b33a,Ignacio Camacho,Wolfsburg,True
Wolfsburg,Schalke 04,1535203800,23,fr FRA,RM,27-340,45,0,0,0,0,1,1,1,0,18,1,0,1,0.0,0.0,0.0,1,0,6,12,50.0,1,7,0,0,0,e6c43eec,Josuha Guilavogui,Wolfsburg,True
Wolfsburg,Schalke 04,1535203800,13,de GER,RM,24-165,45,0,0,0,0,1,1,1,0,20,2,0,1,0.4,0.4,0.0,1,1,7,14,50.0,0,9,0,0,0,62ab9184,Yannick Gerhardt,Wolfsburg,False
Wolfsburg,Schalke 04,1535203800,15,fr FRA,LB,25-231,90,0,0,0,0,0,0,0,0,69,1,0,2,0.0,0.0,0.0,0,0,43,56,76.8,5,40,4,5,2,13203c45,Jérôme Roussillon,Wolfsburg,True
Wolfsburg,Schalke 04,1535203800,25,us USA,CB,25-209,90,1,0,0,0,2,2,1,0,67,1,2,2,0.2,0.2,0.0,1,0,51,59,86.4,2,44,0,1,1,e27da244,John Brooks,Wolfsburg,True
Wolfsburg,Schalke 04,1535203800,31,de GER,CB,26-095,90,0,0,0,0,0,0,0,0,63,1,3,0,0.0,0.0,0.0,0,0,47,53,88.7,0,40,0,0,0,6bd5cd5d,Robin Knoche,Wolfsburg,True
Wolfsburg,Schalke 04,1535203800,2,br BRA,RB,23-144,90,0,0,0,0,2,1,1,0,82,2,6,3,0.1,0.1,0.0,0,0,43,64,67.2,3,39,1,2,2,d4d0a9ad,William,Wolfsburg,True
Wolfsburg,Schalke 04,1535203800,1,be BEL,GK,26-061,90,0,0,0,0,0,0,0,0,47,0,0,0,0.0,0.0,0.0,0,0,38,44,86.4,0,29,0,0,0,db401046,Koen Casteels,Wolfsburg,True
Freiburg,Eintracht Frankfurt,1535203800,18,de GER,FW,29-262,90,0,0,0,0,4,2,0,0,33,1,1,0,0.5,0.5,0.0,5,0,12,22,54.5,2,10,0,0,0,f93e6e94,Nils Petersen,Freiburg,True
Freiburg,Eintracht Frankfurt,1535203800,7,de GER,FW,27-305,72,0,0,0,0,5,2,0,0,27,0,0,0,0.6,0.6,0.1,3,0,9,16,56.3,2,15,1,1,0,d6862409,Florian Niederlechner,Freiburg,True
Freiburg,Eintracht Frankfurt,1535203800,9,de GER,FW,24-046,18,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,2,0,6,7,85.7,3,5,1,0,0,ca618d23,Lucas Höler,Freiburg,False
Freiburg,Eintracht Frankfurt,1535203800,8,de GER,LM,31-315,90,0,0,0,0,3,0,0,0,22,1,0,0,0.2,0.2,0.1,5,0,5,15,33.3,1,9,1,1,1,482b70ad,Mike Frantz,Freiburg,True
Freiburg,Eintracht Frankfurt,1535203800,20,de GER,CM,30-060,90,0,0,0,0,1,0,1,0,56,3,1,2,0.0,0.0,0.1,1,0,26,38,68.4,8,16,0,1,0,49ffe0f2,Jérôme Gondorf,Freiburg,True
Freiburg,Eintracht Frankfurt,1535203800,11,de GER,RM,22-098,68,0,0,0,0,4,0,0,0,25,0,0,0,0.2,0.2,0.0,2,0,15,17,88.2,3,11,2,0,0,e5a35ae9,Luca Waldschmidt,Freiburg,True
Freiburg,Eintracht Frankfurt,1535203800,13,de GER,RM,27-132,22,0,0,0,0,1,1,0,0,17,0,0,1,0.0,0.0,0.1,3,0,5,14,35.7,2,4,0,1,1,7e689867,Marco Terrazzino,Freiburg,False
Freiburg,Eintracht Frankfurt,1535203800,27,de GER,DM,28-169,90,0,0,0,0,0,0,0,0,63,1,4,0,0.0,0.0,0.0,1,0,48,54,88.9,4,23,0,0,0,5d8e331f,Nicolas Höfler,Freiburg,True
Freiburg,Eintracht Frankfurt,1535203800,30,de GER,LB,25-178,90,0,0,0,0,2,0,0,0,64,0,0,2,0.0,0.0,0.6,11,0,37,53,69.8,3,25,2,5,3,8593f88c,Christian Günter,Freiburg,True
Freiburg,Eintracht Frankfurt,1535203800,23,de GER,CB,25-010,90,0,0,0,0,0,0,0,0,68,1,4,2,0.0,0.0,0.0,2,0,46,57,80.7,2,39,0,1,1,699fb8db,Dominique Heintz,Freiburg,True
Freiburg,Eintracht Frankfurt,1535203800,5,de GER,CB,27-194,90,0,0,0,0,0,0,0,0,72,0,1,1,0.0,0.0,0.0,1,0,57,70,81.4,7,38,1,0,0,25ab9c9c,Manuel Gulde,Freiburg,True
Freiburg,Eintracht Frankfurt,1535203800,15,de GER,RB,22-158,90,0,0,0,0,2,1,0,0,59,0,3,0,0.1,0.1,0.1,5,0,44,53,83.0,4,23,3,1,1,99f7e9aa,Pascal Stenzel,Freiburg,True
Freiburg,Eintracht Frankfurt,1535203800,1,de GER,GK,26-084,90,0,0,0,0,0,0,0,0,57,0,0,0,0.0,0.0,0.0,1,0,34,56,60.7,0,29,0,0,0,0d55d942,Alexander Schwolow,Freiburg,True
Mönchengladbach,Bayer Leverkusen,1535214600,11,br BRA,FW,33-150,78,0,1,0,0,4,1,0,0,43,3,0,0,0.7,0.7,0.6,3,1,26,29,89.7,5,21,3,3,1,791af558,Raffael,Mönchengladbach,True
Mönchengladbach,Bayer Leverkusen,1535214600,14,fr FRA,FW,25-168,12,0,0,0,0,1,1,0,0,10,0,0,0,0.0,0.0,0.1,2,0,3,6,50.0,1,8,2,0,0,bc6bd723,Alassane Pléa,Mönchengladbach,False
Mönchengladbach,Bayer Leverkusen,1535214600,19,us USA,"LW,RW",30-257,82,1,0,0,0,1,1,0,0,26,2,1,0,0.4,0.4,0.0,1,1,11,19,57.9,0,11,0,0,0,76e5da9d,Fabian Johnson,Mönchengladbach,True
Mönchengladbach,Bayer Leverkusen,1535214600,7,de GER,RM,27-194,8,0,0,0,0,0,0,0,0,9,2,0,0,0.0,0.0,0.0,1,0,2,6,33.3,0,3,0,0,0,dfb6490a,Patrick Herrmann,Mönchengladbach,False
Mönchengladbach,Bayer Leverkusen,1535214600,10,be BEL,"RW,LW,LM",25-149,90,0,0,0,1,0,0,0,0,65,3,2,0,0.8,0.0,0.2,5,0,35,54,64.8,2,29,8,3,1,50871bcc,Thorgan Hazard,Mönchengladbach,True
Mönchengladbach,Bayer Leverkusen,1535214600,23,de GER,"LM,CM",26-042,90,1,0,1,1,4,2,0,0,63,1,1,2,1.0,0.2,0.5,4,0,45,50,90.0,6,33,5,1,0,2903a856,Jonas Hofmann,Mönchengladbach,True
Mönchengladbach,Bayer Leverkusen,1535214600,5,de GER,"CM,DM",28-105,90,0,0,0,0,0,0,0,0,36,0,1,0,0.0,0.0,0.0,2,0,30,34,88.2,2,13,0,0,0,17780d2b,Tobias Strobl,Mönchengladbach,True
Mönchengladbach,Bayer Leverkusen,1535214600,32,de GER,"RM,CM",21-162,87,0,0,0,0,1,0,0,0,45,1,0,1,0.0,0.0,0.1,5,1,32,36,88.9,9,24,4,2,0,36a59ba4,Florian Neuhaus,Mönchengladbach,True
Mönchengladbach,Bayer Leverkusen,1535214600,8,ch SUI,CM,21-278,3,0,0,0,0,1,0,0,0,7,1,0,0,0.1,0.1,0.0,2,0,3,3,100.0,2,3,1,0,0,384d58d9,Denis Zakaria,Mönchengladbach,False
Mönchengladbach,Bayer Leverkusen,1535214600,17,se SWE,LB,32-305,90,0,0,0,0,0,0,0,0,87,1,1,1,0.0,0.0,0.0,0,0,55,75,73.3,4,42,5,0,0,b69261a0,Oscar Wendt,Mönchengladbach,True
Mönchengladbach,Bayer Leverkusen,1535214600,24,de GER,CB,28-140,90,0,0,0,0,0,0,0,0,80,0,2,0,0.0,0.0,0.0,0,0,68,73,93.2,2,41,1,0,0,34b54da7,Tony Jantschke,Mönchengladbach,True
Mönchengladbach,Bayer Leverkusen,1535214600,28,de GER,CB,24-218,90,0,0,0,0,2,0,1,0,69,4,0,2,0.1,0.1,0.0,1,0,52,54,96.3,9,40,0,0,0,f521b80a,Matthias Ginter,Mönchengladbach,True
Mönchengladbach,Bayer Leverkusen,1535214600,15,de GER,RB,18-098,90,0,0,0,0,2,0,0,0,67,3,1,3,0.2,0.2,0.0,2,0,43,50,86.0,4,22,0,1,0,9af1f9ff,Jordan Beyer,Mönchengladbach,True
Mönchengladbach,Bayer Leverkusen,1535214600,1,ch SUI,GK,29-251,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,28,32,87.5,0,15,0,0,0,420c18a1,Yann Sommer,Mönchengladbach,True
Mainz 05,Stuttgart,1535290200,9,fr FRA,FW,21-059,66,0,0,0,0,2,0,0,0,18,0,0,0,0.4,0.4,0.0,1,0,6,10,60.0,1,11,0,2,0,50e6dc35,Jean-Philippe Mateta,Mainz 05,True
Mainz 05,Stuttgart,1535290200,20,ng NGA,FW,27-316,24,1,0,0,0,2,1,0,0,12,0,0,0,0.5,0.5,0.1,1,0,5,10,50.0,2,5,1,0,0,99be8fb5,Anthony Ujah,Mainz 05,False
Mainz 05,Stuttgart,1535290200,38,ph PHI,LW,23-154,88,0,0,0,0,1,0,1,0,33,1,2,2,0.1,0.1,0.4,3,0,10,18,55.6,2,16,1,3,1,2979c05a,Gerrit Holtmann,Mainz 05,True
Mainz 05,Stuttgart,1535290200,21,at AUT,LW,26-162,2,0,0,0,0,1,1,0,0,3,0,0,0,0.1,0.1,0.0,0,0,0,0,,0,1,1,0,0,f26834c7,Karim Onisiwo,Mainz 05,False
Mainz 05,Stuttgart,1535290200,32,ar ARG,RW,30-203,90,0,0,0,0,1,0,0,0,46,2,1,0,0.0,0.0,0.1,1,0,18,33,54.5,3,21,1,5,0,9ab48bde,Pablo de Blasis,Mainz 05,True
Mainz 05,Stuttgart,1535290200,7,se SWE,AM,24-321,90,0,1,0,0,0,0,0,0,21,1,0,1,0.0,0.0,0.4,1,1,7,11,63.6,1,17,5,6,2,74c7c2db,Robin Quaison,Mainz 05,True
Mainz 05,Stuttgart,1535290200,34,de GER,DM,20-140,90,0,0,0,0,0,0,0,0,59,1,3,3,0.0,0.0,0.0,0,0,43,48,89.6,3,32,0,0,0,442b56fa,Ridle Baku,Mainz 05,True
Mainz 05,Stuttgart,1535290200,25,ci CIV,DM,22-335,41,0,0,0,0,1,0,0,0,25,0,1,0,0.0,0.0,0.0,1,0,17,20,85.0,2,14,0,0,0,6bd603db,Jean-Philippe Gbamin,Mainz 05,True
Mainz 05,Stuttgart,1535290200,14,cm CMR,DM,23-031,49,0,0,0,0,0,0,0,0,36,2,2,0,0.0,0.0,0.0,3,0,22,32,68.8,3,14,1,2,1,9ceb7642,Pierre Kunde,Mainz 05,False
Mainz 05,Stuttgart,1535290200,3,es ESP,LB,21-126,90,0,0,0,0,0,0,0,0,79,3,0,4,0.0,0.0,0.0,1,0,43,68,63.2,4,35,4,1,1,2f3e911a,Aarón Martín,Mainz 05,True
Mainz 05,Stuttgart,1535290200,19,sn SEN,CB,22-171,90,0,0,0,0,1,0,0,0,73,1,3,1,0.1,0.1,0.0,1,0,43,60,71.7,3,34,1,1,1,00242715,Moussa Niakhate,Mainz 05,True
Mainz 05,Stuttgart,1535290200,16,de GER,CB,27-002,90,0,0,0,0,0,0,0,0,65,2,4,0,0.0,0.0,0.0,1,1,43,52,82.7,3,33,2,1,1,857a5abe,Stefan Bell,Mainz 05,True
Mainz 05,Stuttgart,1535290200,18,de GER,RB,30-040,90,0,0,0,0,1,1,0,0,69,1,1,2,0.1,0.1,0.1,1,0,40,60,66.7,2,28,0,1,0,a7813ac4,Daniel Brosinski,Mainz 05,True
Mainz 05,Stuttgart,1535290200,22,de GER,GK,20-286,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,2,0,30,34,88.2,0,15,0,0,0,cbac6ec9,Florian Müller,Mainz 05,True
Dortmund,RB Leipzig,1535299200,20,de GER,FW,24-178,69,0,0,0,0,0,0,0,0,16,0,0,1,0.0,0.0,0.0,2,1,12,13,92.3,1,12,0,2,1,061e8e23,Maximilian Philipp,Dortmund,True
Dortmund,RB Leipzig,1535299200,27,de GER,LW,23-091,21,0,0,0,0,0,0,0,0,9,1,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,3,0,1,1,fa661778,Marius Wolf,Dortmund,False
