home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,player_id,player,squad,start
Cádiz,Osasuna,1599937200,22,uy URU,LB,28-251,90,0,0,0,0,0,0,0,0,44,1,2,0,0.0,0.0,0.0,4,0,28,36,77.8,4,18,0,0,0,db001fa9,Alfonso Espino,Cádiz,True
Cádiz,Osasuna,1599937200,16,es ESP,CB,30-291,90,0,0,0,0,1,0,0,0,48,0,3,0,0.1,0.1,0.0,1,0,24,39,61.5,2,22,0,0,0,fe05804b,Cala,Cádiz,True
Cádiz,Osasuna,1599937200,4,ar ARG,CB,29-247,63,0,0,0,0,0,0,0,0,27,1,0,0,0.0,0.0,0.0,0,0,14,20,70.0,1,11,0,0,0,b3b62f94,Marcos Mauro López Gutiérrez,Cádiz,True
Cádiz,Osasuna,1599937200,2,dk DEN,DM,27-246,27,0,0,0,0,1,0,0,0,10,2,0,0,0.1,0.1,0.0,0,0,4,7,57.1,0,5,0,0,0,53520a67,Jens Jønsson,Cádiz,False
Cádiz,Osasuna,1599937200,20,es ESP,RB,27-142,90,0,0,0,0,1,1,0,0,73,5,1,0,0.0,0.0,0.1,3,0,48,64,75.0,11,36,1,2,2,c4b888df,Isaac Carcelen,Cádiz,True
Cádiz,Osasuna,1599937200,13,es ESP,GK,26-245,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,12,38,31.6,0,19,0,0,0,fea23125,David Gil,Cádiz,True
Alavés,Real Betis,1599998400,7,es ESP,FW,32-003,64,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.3,2,0,9,16,56.3,3,13,0,1,1,a300ac7e,Lucas Pérez,Alavés,True
Alavés,Real Betis,1599998400,26,es ESP,FW,18-256,26,0,0,0,0,0,0,1,0,13,2,0,0,0.0,0.0,0.0,1,0,5,9,55.6,0,3,0,1,0,e9ada8cf,Javi López,Alavés,False
Alavés,Real Betis,1599998400,9,es ESP,FW,30-170,90,0,0,0,0,1,0,0,0,38,0,0,1,0.0,0.0,0.0,3,0,16,29,55.2,9,27,1,4,3,6265208f,Joselu,Alavés,True
Alavés,Real Betis,1599998400,11,es ESP,LW,26-333,65,0,0,0,0,0,0,1,0,42,1,1,2,0.0,0.0,0.0,0,0,19,31,61.3,0,20,2,4,0,eb3dd471,Luis Rioja,Alavés,True
Alavés,Real Betis,1599998400,14,br BRA,LW,29-128,25,0,0,0,0,0,0,0,0,12,0,0,1,0.0,0.0,0.0,1,0,3,8,37.5,0,7,1,1,0,2e5e846d,Deyverson,Alavés,False
Alavés,Real Betis,1599998400,16,es ESP,RW,30-255,88,0,0,0,0,0,0,0,0,31,2,0,2,0.0,0.0,0.0,0,0,14,23,60.9,1,12,2,1,0,aed746df,Édgar Méndez,Alavés,True
Alavés,Real Betis,1599998400,21,es ESP,RW,24-126,2,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,0,0,0,0,355c883a,Martin Agirregabiria,Alavés,False
Alavés,Real Betis,1599998400,20,es ESP,CM,27-206,89,0,0,0,0,0,0,0,0,28,1,1,0,0.0,0.0,0.0,0,0,16,22,72.7,2,16,0,1,0,29b61deb,Pere Pons,Alavés,True
Alavés,Real Betis,1599998400,27,es ESP,CM,21-152,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,a039d52e,Sergi García,Alavés,False
Alavés,Real Betis,1599998400,8,es ESP,CM,32-335,90,0,0,0,0,0,0,1,0,30,1,0,2,0.0,0.0,0.0,0,0,18,22,81.8,2,17,0,1,0,e54bd0a2,Tomás Pina Isla,Alavés,True
Alavés,Real Betis,1599998400,6,ar ARG,DM,29-063,90,0,0,0,0,2,1,0,0,37,0,1,1,0.2,0.2,0.0,1,0,28,31,90.3,1,22,2,2,1,d637fc22,Rodrigo Battaglia,Alavés,True
Alavés,Real Betis,1599998400,3,es ESP,CB,24-331,90,0,0,0,0,1,0,0,0,67,4,9,1,0.2,0.2,0.1,2,0,35,52,67.3,2,37,0,0,0,1fe0492d,Rubén Duarte,Alavés,True
Alavés,Real Betis,1599998400,4,br BRA,CB,26-315,90,0,0,0,0,1,0,0,0,46,0,1,0,0.1,0.1,0.1,1,0,34,42,81.0,2,22,0,0,0,fd47b4f2,Rodrigo Ely,Alavés,True
Alavés,Real Betis,1599998400,5,es ESP,CB,30-313,90,0,0,0,0,2,1,0,0,40,1,1,0,0.8,0.8,0.0,0,0,26,34,76.5,2,23,0,0,0,b7c99b9b,Víctor Laguardia,Alavés,True
Alavés,Real Betis,1599998400,1,es ESP,GK,28-118,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,25,31,80.6,0,22,0,0,0,97852360,Fernando Pacheco,Alavés,True
Valladolid,Real Sociedad,1600005600,7,es ESP,FW,29-107,90,0,1,0,0,2,0,0,0,28,0,0,0,0.2,0.2,0.2,3,2,9,20,45.0,1,17,2,3,2,32974271,Sergi Guardiola,Valladolid,True
Valladolid,Real Sociedad,1600005600,23,es ESP,LW,25-027,79,0,0,0,0,2,0,1,0,24,1,0,3,0.1,0.1,0.0,1,0,11,15,73.3,1,15,2,2,0,ccaa5728,Waldo Rubio,Valladolid,True
Valladolid,Real Sociedad,1600005600,9,il ISR,FW,24-212,11,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,1,0,0,0,379dc075,Shon Weissman,Valladolid,False
Valladolid,Real Sociedad,1600005600,10,es ESP,RW,29-215,69,0,0,0,0,1,0,0,0,15,1,0,2,0.0,0.0,0.0,0,0,7,9,77.8,0,2,0,0,0,7c388b20,Óscar Plano,Valladolid,True
Valladolid,Real Sociedad,1600005600,11,es ESP,"RM,RW",27-189,21,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,6,9,66.7,2,9,2,1,0,ba5a9545,Pablo Hervías,Valladolid,False
Valladolid,Real Sociedad,1600005600,12,cl CHI,"AM,LM",34-230,90,0,0,0,0,1,1,0,0,30,1,0,1,0.3,0.3,0.1,4,0,14,20,70.0,3,17,3,3,2,c90977db,Fabián Orellana,Valladolid,True
Valladolid,Real Sociedad,1600005600,20,es ESP,"DM,CM",23-181,90,0,0,0,0,0,0,0,0,28,2,3,1,0.0,0.0,0.0,0,0,11,17,64.7,0,15,0,0,0,efecd633,Fede San Emeterio,Valladolid,True
Valladolid,Real Sociedad,1600005600,21,es ESP,DM,32-046,69,1,0,0,0,1,1,1,0,34,1,0,0,0.2,0.2,0.0,1,0,18,29,62.1,2,12,0,1,0,418f8f61,Míchel,Valladolid,True
Valladolid,Real Sociedad,1600005600,8,es ESP,"CM,DM",23-212,21,0,0,0,0,0,0,0,0,13,2,0,0,0.0,0.0,0.0,0,0,4,9,44.4,0,5,0,1,0,237a3851,Kike Pérez,Valladolid,False
Valladolid,Real Sociedad,1600005600,22,es ESP,LB,31-190,90,0,0,0,0,0,0,1,0,53,2,2,3,0.0,0.0,0.5,3,0,29,39,74.4,5,20,2,0,0,e29d1111,Nacho,Valladolid,True
Valladolid,Real Sociedad,1600005600,6,es ESP,CB,30-112,90,0,0,0,0,1,0,0,0,39,1,1,1,0.0,0.0,0.0,1,0,23,31,74.2,0,16,0,0,0,f11fe861,Bruno González,Valladolid,True
Valladolid,Real Sociedad,1600005600,24,es ESP,CB,24-105,90,0,0,0,0,0,0,1,0,37,1,2,0,0.0,0.0,0.0,0,0,20,26,76.9,0,17,0,0,0,b86a64b2,Joaquín Fernández,Valladolid,True
Valladolid,Real Sociedad,1600005600,17,es ESP,RB,34-203,90,0,0,0,0,0,0,0,0,37,0,0,2,0.0,0.0,0.0,0,0,23,33,69.7,1,10,0,0,0,933e8c8a,Javi Moyano,Valladolid,True
Valladolid,Real Sociedad,1600005600,1,es ESP,GK,31-254,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,22,42,52.4,0,17,0,0,0,8fae77ea,Jordi Masip,Valladolid,True
Villarreal,Huesca,1600014600,17,es ESP,FW,27-014,76,0,0,0,0,2,0,0,0,13,0,0,1,0.5,0.5,0.0,0,0,4,9,44.4,0,5,0,0,0,a7a9d95a,Paco Alcácer,Villarreal,True
Villarreal,Huesca,1600014600,16,jp JPN,LM,19-101,14,0,0,0,0,1,0,0,0,9,0,0,0,0.0,0.0,0.6,1,0,3,4,75.0,0,8,0,1,1,16aa3654,Takefusa Kubo,Villarreal,False
Villarreal,Huesca,1600014600,7,es ESP,FW,28-159,90,1,0,1,1,5,2,0,0,60,0,0,0,1.1,0.4,0.4,5,1,25,44,56.8,8,35,3,6,5,81f0781e,Gerard Moreno,Villarreal,True
Villarreal,Huesca,1600014600,23,es ESP,"LM,FW",26-082,89,0,0,0,0,1,0,0,0,55,1,0,0,0.0,0.0,0.4,4,0,41,52,78.8,7,35,3,1,0,5a626448,Moi Gómez,Villarreal,True
Villarreal,Huesca,1600014600,34,es ESP,FW,19-325,1,0,0,0,0,1,1,0,0,2,0,0,0,0.6,0.6,0.0,0,0,1,1,100.0,0,1,0,0,0,81d5c497,Fernando Niño,Villarreal,False
Villarreal,Huesca,1600014600,5,es ESP,CM,31-150,90,0,0,0,0,1,0,0,0,99,0,2,0,0.0,0.0,0.0,6,0,80,95,84.2,20,50,5,0,0,7460ca0d,Daniel Parejo,Villarreal,True
Villarreal,Huesca,1600014600,19,fr FRA,CM,29-123,76,0,0,0,0,0,0,0,0,49,3,3,0,0.0,0.0,0.0,2,0,40,43,93.0,3,31,1,1,1,a6951bf8,Francis Coquelin,Villarreal,True
Villarreal,Huesca,1600014600,10,es ESP,CM,32-241,14,0,0,0,0,0,0,0,0,15,0,1,0,0.0,0.0,0.0,1,0,11,13,84.6,2,8,0,0,0,ad1ffcfd,Vicente Iborra,Villarreal,False
Villarreal,Huesca,1600014600,11,ng NGA,RM,21-114,90,0,0,0,0,3,0,0,0,58,3,0,1,0.2,0.2,0.1,4,0,38,45,84.4,6,42,5,1,0,b8a642fc,Samuel Chukwueze,Villarreal,True
Villarreal,Huesca,1600014600,24,es ESP,LB,24-157,90,0,0,0,0,0,0,1,0,66,1,2,0,0.0,0.0,0.2,3,0,49,58,84.5,3,39,5,0,0,63f04c6c,Alfonso Pedraza,Villarreal,True
Villarreal,Huesca,1600014600,4,es ESP,CB,23-241,90,0,0,0,0,0,0,0,0,68,1,4,1,0.0,0.0,0.0,0,0,54,60,90.0,7,37,1,0,0,532e1e4f,Pau Torres,Villarreal,True
Villarreal,Huesca,1600014600,3,es ESP,CB,35-009,90,0,0,0,0,0,0,0,0,83,0,0,1,0.0,0.0,0.0,0,0,68,77,88.3,7,46,1,0,0,4bd414c1,Raúl Albiol,Villarreal,True
Villarreal,Huesca,1600014600,20,es ESP,RB,29-057,76,0,0,0,0,0,0,0,0,71,2,0,1,0.0,0.0,0.0,1,0,49,64,76.6,4,43,4,4,3,1f079188,Rubén Peña,Villarreal,True
Villarreal,Huesca,1600014600,2,es ESP,RB,29-294,14,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,0,0,9,13,69.2,2,10,1,0,0,fb5d47b3,Mario Gaspar,Villarreal,False
Villarreal,Huesca,1600014600,1,es ESP,GK,31-077,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,1,0,25,31,80.6,0,18,0,0,0,9f0ea33f,Sergio Asenjo,Villarreal,True
Valencia,Levante,1600023600,20,kr KOR,FW,19-207,70,0,2,0,0,1,0,0,0,23,1,0,0,0.1,0.1,0.2,4,2,18,19,94.7,6,13,3,1,1,8455ad90,Lee Kang-in,Valencia,True
Valencia,Levante,1600023600,21,es ESP,FW,23-212,20,2,0,0,0,3,3,0,0,11,0,0,0,1.0,1.0,0.0,0,0,3,6,50.0,0,9,1,1,0,0bc4e720,Manu Vallejo,Valencia,False
Valencia,Levante,1600023600,22,uy URU,FW,24-030,90,1,0,0,0,4,3,0,0,25,0,0,0,0.5,0.5,0.1,5,2,10,15,66.7,1,14,1,1,1,4c2e9442,Maxi Gómez,Valencia,True
Valencia,Levante,1600023600,7,pt POR,LM,23-289,70,0,0,0,0,1,1,0,0,29,0,1,0,0.0,0.0,0.3,3,0,18,22,81.8,3,24,4,6,6,e6bc67d7,Gonçalo Guedes,Valencia,True
Valencia,Levante,1600023600,17,ru RUS,LM,29-262,20,0,1,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.4,3,1,10,13,76.9,1,10,3,0,0,0ac94a23,Denis Cheryshev,Valencia,False
Valencia,Levante,1600023600,6,cf CTA,CM,27-211,90,0,0,0,0,1,0,0,0,43,4,2,1,0.0,0.0,0.0,1,0,28,31,90.3,3,28,0,1,1,cce181df,Geoffrey Kondogbia,Valencia,True
Valencia,Levante,1600023600,26,es ESP,CM,21-255,71,0,0,0,0,1,0,0,0,37,1,2,0,0.0,0.0,0.0,0,0,27,33,81.8,1,21,0,1,1,ced26057,Vicente Esquerdo,Valencia,True
Valencia,Levante,1600023600,19,rs SRB,CM,22-180,19,0,0,0,0,1,0,1,0,10,3,1,0,0.0,0.0,0.0,0,0,6,7,85.7,1,5,0,0,0,faed84db,Uroš Račić,Valencia,False
Valencia,Levante,1600023600,30,us USA,RM,17-289,87,0,0,0,0,1,0,0,0,33,2,2,3,0.3,0.3,0.1,1,0,16,21,76.2,0,23,5,3,3,b51b1b9c,Yunus Musah,Valencia,True
Valencia,Levante,1600023600,11,es ESP,RM,28-104,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,1,1,0,0,19b776e9,Rubén Sobrino,Valencia,False
Valencia,Levante,1600023600,14,es ESP,LB,25-111,90,0,0,0,0,0,0,0,0,51,2,1,0,0.0,0.0,0.0,3,2,39,47,83.0,5,30,1,1,0,b05e2dbd,José Luis Gayà,Valencia,True
Valencia,Levante,1600023600,4,fr FRA,CB,29-213,16,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,0,0,10,15,66.7,0,11,0,0,0,f520049f,Eliaquim Mangala,Valencia,True
Valencia,Levante,1600023600,12,gn GUI,CB,23-269,74,0,0,0,0,0,0,0,0,42,0,1,1,0.0,0.0,0.0,0,0,29,34,85.3,1,28,0,0,0,d2110326,Mouctar Diakhaby,Valencia,False
Valencia,Levante,1600023600,5,br BRA,CB,29-292,90,1,0,0,0,1,1,0,0,59,0,2,2,0.1,0.1,0.0,1,0,42,46,91.3,1,33,1,0,0,b7ca5c51,Gabriel Paulista,Valencia,True
Valencia,Levante,1600023600,18,dk DEN,RB,31-105,90,0,0,0,0,0,0,0,0,60,3,1,0,0.0,0.0,0.4,2,0,37,52,71.2,1,34,2,1,0,d83bbc54,Daniel Wass,Valencia,True
Valencia,Levante,1600023600,1,es ESP,GK,29-313,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,21,37,56.8,0,15,0,0,0,c9cb972b,Jaume Doménech,Valencia,True
Villarreal,Eibar,1600524000,17,es ESP,FW,27-020,84,1,0,0,0,2,2,0,0,18,0,0,1,0.9,0.9,0.0,0,0,8,12,66.7,0,6,2,0,0,a7a9d95a,Paco Alcácer,Villarreal,True
Villarreal,Eibar,1600524000,14,es ESP,FW,28-338,6,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,2,0,0,0,963829d0,Manu Trigueros,Villarreal,False
Villarreal,Eibar,1600524000,7,es ESP,FW,28-165,90,1,1,0,0,5,4,0,0,55,1,1,1,1.1,1.1,0.6,7,2,23,36,63.9,10,35,0,5,3,81f0781e,Gerard Moreno,Villarreal,True
Villarreal,Eibar,1600524000,23,es ESP,LM,26-088,90,0,0,0,0,0,0,0,0,45,1,0,0,0.0,0.0,0.2,5,1,27,42,64.3,2,32,1,2,1,5a626448,Moi Gómez,Villarreal,True
Villarreal,Eibar,1600524000,19,fr FRA,CM,29-129,57,0,0,0,0,1,0,1,0,34,4,1,0,0.1,0.1,0.0,0,0,22,27,81.5,1,17,1,2,2,a6951bf8,Francis Coquelin,Villarreal,True
Villarreal,Eibar,1600524000,10,es ESP,CM,32-247,33,0,0,0,0,0,0,0,0,26,0,1,2,0.0,0.0,0.0,1,0,17,18,94.4,0,11,0,0,0,ad1ffcfd,Vicente Iborra,Villarreal,False
Villarreal,Eibar,1600524000,5,es ESP,CM,31-156,90,0,0,0,0,0,0,0,0,62,1,2,1,0.0,0.0,0.5,4,0,51,57,89.5,7,34,0,1,0,7460ca0d,Daniel Parejo,Villarreal,True
Villarreal,Eibar,1600524000,11,ng NGA,RM,21-120,84,0,1,0,0,2,0,0,0,36,1,0,0,0.1,0.1,0.7,3,1,15,24,62.5,5,24,6,6,3,b8a642fc,Samuel Chukwueze,Villarreal,True
Villarreal,Eibar,1600524000,16,jp JPN,RM,19-107,6,0,0,0,0,1,1,0,0,5,0,0,0,0.1,0.1,0.1,1,0,2,3,66.7,1,4,2,1,1,16aa3654,Takefusa Kubo,Villarreal,False
Villarreal,Eibar,1600524000,24,es ESP,LB,24-163,57,0,0,0,0,0,0,0,0,47,0,3,0,0.0,0.0,0.0,1,0,29,39,74.4,2,21,2,1,1,63f04c6c,Alfonso Pedraza,Villarreal,True
Villarreal,Eibar,1600524000,15,ec ECU,LB,22-242,33,0,0,0,0,0,0,0,0,28,2,0,1,0.0,0.0,0.0,1,0,13,20,65.0,0,13,2,0,0,d38fdf53,Pervis Estupiñán,Villarreal,False
Villarreal,Eibar,1600524000,4,es ESP,CB,23-247,90,0,0,0,0,0,0,0,0,69,1,1,0,0.0,0.0,0.0,0,0,52,60,86.7,4,43,0,0,0,532e1e4f,Pau Torres,Villarreal,True
Villarreal,Eibar,1600524000,3,es ESP,CB,35-015,77,0,0,0,0,1,0,0,0,60,0,0,0,0.5,0.5,0.0,2,0,49,54,90.7,3,43,0,0,0,4bd414c1,Raúl Albiol,Villarreal,True
Villarreal,Eibar,1600524000,22,ma MAR,CB,27-017,13,0,0,0,0,1,0,0,0,10,0,0,0,0.1,0.1,0.0,0,0,4,9,44.4,0,2,0,0,0,37f04799,Sofian Chakla,Villarreal,False
